StartSession,17:38:30.9354112
((0, 9043), 0),17:38:30.9427456
((0, 9053), 0),17:38:30.9516288
((0, 9063), 0),17:38:30.9618432
((0, 9073), 0),17:38:30.9720320
((0, 9083), 0),17:38:30.9822208
((0, 9093), 0),17:38:30.9913472
((0, 9103), 0),17:38:31.0016384
((0, 9113), 0),17:38:31.0118272
((0, 9123), 0),17:38:31.0219136
((0, 9133), 0),17:38:31.0310272
((0, 9143), 0),17:38:31.0412928
((0, 9153), 0),17:38:31.0514304
((0, 9163), 0),17:38:31.0615936
((0, 9174), 0),17:38:31.0717440
((0, 9184), 0),17:38:31.0819200
((0, 9194), 0),17:38:31.0921216
((0, 9204), 0),17:38:31.1022848
((0, 9214), 0),17:38:31.1126528
((0, 9224), 0),17:38:31.1217280
((0, 9234), 0),17:38:31.1318400
((0, 9244), 0),17:38:31.1419904
((0, 9254), 0),17:38:31.1521920
((0, 9264), 0),17:38:31.1613312
((0, 9274), 0),17:38:31.1716480
((0, 9284), 0),17:38:31.1817472
((0, 9294), 0),17:38:31.1918848
((0, 9304), 0),17:38:31.2010112
((0, 9314), 0),17:38:31.2112384
((0, 9324), 0),17:38:31.2214912
((0, 9334), 0),17:38:31.2318464
((0, 9344), 0),17:38:31.2409216
((0, 9354), 0),17:38:31.2509312
((0, 9364), 0),17:38:31.2611840
((0, 9374), 0),17:38:31.2713472
((0, 9384), 0),17:38:31.2814592
((0, 9394), 0),17:38:31.2906496
((0, 9404), 0),17:38:31.3008640
((0, 9414), 0),17:38:31.3110016
((0, 9424), 0),17:38:31.3211520
((0, 9434), 0),17:38:31.3303040
((0, 9444), 0),17:38:31.3405824
((0, 9454), 0),17:38:31.3506816
((0, 9464), 0),17:38:31.3608960
((0, 9474), 0),17:38:31.3700352
((0, 9484), 0),17:38:31.3801984
((0, 9494), 0),17:38:31.3904000
((0, 9504), 0),17:38:31.4007040
((0, 9515), 0),17:38:31.4107776
((0, 9525), 0),17:38:31.4209408
((0, 9535), 0),17:38:31.4311168
((0, 9545), 0),17:38:31.4414336
((0, 9555), 0),17:38:31.4514816
((0, 9565), 0),17:38:31.4606976
((0, 9575), 0),17:38:31.4708352
((0, 9585), 0),17:38:31.4811136
((0, 9595), 0),17:38:31.4912000
((0, 9605), 0),17:38:31.5003776
((0, 9615), 0),17:38:31.5106176
((0, 9625), 0),17:38:31.5208576
((0, 9635), 0),17:38:31.5309952
((0, 9645), 0),17:38:31.5401600
((0, 9655), 0),17:38:31.5502720
((0, 9665), 0),17:38:31.5604608
((0, 9675), 0),17:38:31.5706496
((0, 9686), 0),17:38:31.5808128
((0, 9696), 0),17:38:31.5910144
((0, 9706), 0),17:38:31.6011648
((0, 9716), 0),17:38:31.6114560
((0, 9726), 0),17:38:31.6217088
((0, 9736), 0),17:38:31.6307072
