StartSession,12:44:03.0763520
85,12:44:03.0797184
85,12:44:03.0994304
85,12:44:03.1130240
85,12:44:03.1297024
85,12:44:03.1463424
85,12:44:03.1630592
85,12:44:03.1797120
85,12:44:03.1963520
85,12:44:03.2130560
85,12:44:03.2297088
85,12:44:03.2463488
85,12:44:03.2630400
85,12:44:03.2798080
85,12:44:03.2963712
85,12:44:03.3131392
85,12:44:03.3297024
85,12:44:03.3464064
85,12:44:03.3630720
85,12:44:03.3797632
85,12:44:03.3963776
85,12:44:03.4181760
85,12:44:03.4297216
85,12:44:03.4464000
85,12:44:03.4656896
85,12:44:03.4797312
85,12:44:03.4981632
85,12:44:03.5131520
85,12:44:03.5297536
85,12:44:03.5464192
85,12:44:03.5630848
85,12:44:03.5797504
85,12:44:03.5964288
85,12:44:03.6130944
85,12:44:03.6297728
85,12:44:03.6464256
85,12:44:03.6632448
85,12:44:03.6797696
85,12:44:03.6965120
85,12:44:03.7131136
85,12:44:03.7298304
85,12:44:03.7464320
85,12:44:03.7631360
85,12:44:03.7798656
85,12:44:03.7964544
85,12:44:03.8131328
85,12:44:03.8297856
85,12:44:03.8497792
85,12:44:03.8631680
85,12:44:03.8839424
85,12:44:03.8964736
85,12:44:03.9131648
85,12:44:03.9306752
85,12:44:03.9464704
85,12:44:03.9632256
85,12:44:03.9798272
85,12:44:03.9964928
85,12:44:04.0131712
85,12:44:04.0298368
85,12:44:04.0465536
85,12:44:04.0631936
85,12:44:04.0798464
85,12:44:04.0966912
85,12:44:04.1133312
85,12:44:04.1300736
85,12:44:04.1465984
85,12:44:04.1677952
85,12:44:04.1843456
85,12:44:04.2048000
85,12:44:04.2176384
85,12:44:04.2343040
85,12:44:04.2509568
85,12:44:04.2676480
85,12:44:04.2843008
85,12:44:04.3009920
85,12:44:04.3176320
85,12:44:04.3343232
85,12:44:04.3509760
85,12:44:04.3677184
85,12:44:04.3843200
85,12:44:04.4009984
85,12:44:04.4176896
85,12:44:04.4343296
85,12:44:04.4510464
85,12:44:04.4676736
85,12:44:04.4890752
85,12:44:04.5010048
85,12:44:04.5177728
85,12:44:04.5344000
85,12:44:04.5510656
85,12:44:04.5699456
85,12:44:04.5844096
85,12:44:04.6019200
85,12:44:04.6177792
85,12:44:04.6363008
85,12:44:04.6531200
85,12:44:04.6710912
85,12:44:04.6864000
85,12:44:04.7030528
85,12:44:04.7197440
85,12:44:04.7364864
85,12:44:04.7530752
85,12:44:04.7697792
85,12:44:04.7864320
85,12:44:04.8031488
85,12:44:04.8197632
85,12:44:04.8364800
85,12:44:04.8531072
85,12:44:04.8697728
85,12:44:04.8864512
85,12:44:04.9031168
85,12:44:04.9197824
85,12:44:04.9364608
85,12:44:04.9531520
85,12:44:04.9698048
85,12:44:04.9864576
85,12:44:05.0031232
85,12:44:05.0198016
85,12:44:05.0364672
85,12:44:05.0531584
85,12:44:05.0699136
85,12:44:05.0897664
85,12:44:05.1031296
85,12:44:05.1198976
85,12:44:05.1390848
85,12:44:05.1532416
85,12:44:05.1698432
85,12:44:05.1865216
85,12:44:05.2032256
85,12:44:05.2198656
85,12:44:05.2365568
85,12:44:05.2544384
85,12:44:05.2714368
85,12:44:05.2877696
85,12:44:05.3066368
85,12:44:05.3211136
85,12:44:05.3378048
85,12:44:05.3561856
85,12:44:05.3713664
85,12:44:05.3880320
85,12:44:05.4047104
85,12:44:05.4213376
85,12:44:05.4502400
85,12:44:05.4663296
85,12:44:05.4824960
85,12:44:05.4991104
85,12:44:05.5157888
85,12:44:05.5328384
85,12:44:05.5491456
85,12:44:05.5891968
85,12:44:05.6059776
85,12:44:05.7323904
85,12:44:05.7489920
85,12:44:05.7691776
85,12:44:05.7828992
85,12:44:05.8017408
85,12:44:05.8162688
85,12:44:05.8329216
85,12:44:05.8528512
85,12:44:05.8689920
85,12:44:05.8856704
85,12:44:05.9023360
85,12:44:05.9190016
85,12:44:05.9357696
85,12:44:05.9560320
85,12:44:05.9727360
