StartSession,17:38:30.9324416
{TrialType=4, Response=0, TrialResult=3, LeftVel=8, RightVel=64},17:38:39.9763200
{TrialType=4, Response=0, TrialResult=3, LeftVel=16, RightVel=2},17:38:48.3383680
