StartSession,17:34:07.7789952
{TrialType=4, Response=0, TrialResult=3, LeftVel=4, RightVel=32},17:34:21.1644672
{TrialType=4, Response=0, TrialResult=3, LeftVel=512, RightVel=64},17:34:29.5247360
