((0, 13882), 0),17:31:34.5441920
((0, 13892), 0),17:31:34.5468672
((0, 13902), 0),17:31:34.5569024
((0, 13912), 0),17:31:34.5660160
((0, 13922), 0),17:31:34.5765120
((0, 13932), 0),17:31:34.5865984
((0, 13942), 0),17:31:34.5965824
((0, 13952), 0),17:31:34.6057600
((0, 13962), 0),17:31:34.6160512
((0, 13972), 0),17:31:34.6261376
((0, 13982), 0),17:31:34.6364032
((0, 13992), 0),17:31:34.6466816
((0, 14002), 0),17:31:34.6556544
((0, 14012), 0),17:31:34.6658560
((0, 14022), 0),17:31:34.6761600
((0, 14032), 0),17:31:34.6863360
((0, 14042), 0),17:31:34.6955008
((0, 14052), 0),17:31:34.7055488
((0, 14062), 0),17:31:34.7157120
((0, 14072), 0),17:31:34.7261184
((0, 14082), 0),17:31:34.7350656
((0, 14092), 0),17:31:34.7454848
((0, 14102), 0),17:31:34.7555840
((0, 14112), 0),17:31:34.7656448
((0, 14123), 0),17:31:34.7757952
((0, 14133), 0),17:31:34.7860864
((0, 14143), 0),17:31:34.7961600
((0, 14153), 0),17:31:34.8065280
((0, 14163), 0),17:31:34.8167296
((0, 14173), 0),17:31:34.8257792
((0, 14183), 0),17:31:34.8360192
((0, 14193), 0),17:31:34.8461568
((0, 14203), 0),17:31:34.8563968
((0, 14213), 0),17:31:34.8654592
((0, 14223), 0),17:31:34.8756736
((0, 14233), 0),17:31:34.8858368
((0, 14243), 0),17:31:34.8960384
((0, 14253), 0),17:31:34.9052160
((0, 14263), 0),17:31:34.9154304
((0, 14273), 0),17:31:34.9255296
((0, 14283), 0),17:31:34.9357184
((0, 14294), 0),17:31:34.9459200
((0, 14304), 0),17:31:34.9560960
((0, 14314), 0),17:31:34.9662976
((0, 14324), 0),17:31:34.9764480
((0, 14334), 0),17:31:34.9868416
((0, 14344), 0),17:31:34.9958656
((0, 14354), 0),17:31:35.0061184
((0, 14364), 0),17:31:35.0163200
((0, 14374), 0),17:31:35.0264192
((0, 14384), 0),17:31:35.0354944
((0, 14394), 0),17:31:35.0457344
((0, 14404), 0),17:31:35.0559616
((0, 14414), 0),17:31:35.0660864
((0, 14424), 0),17:31:35.0752896
((0, 14434), 0),17:31:35.0855424
((0, 14444), 0),17:31:35.0955904
((0, 14454), 0),17:31:35.1058176
((0, 14464), 0),17:31:35.1149952
((0, 14474), 0),17:31:35.1251840
((0, 14484), 0),17:31:35.1354368
((0, 14494), 0),17:31:35.1456256
((0, 14504), 0),17:31:35.1557376
((0, 14514), 0),17:31:35.1648896
((0, 14524), 0),17:31:35.1750656
((0, 14534), 0),17:31:35.1853952
((0, 14544), 0),17:31:35.1954688
((0, 14554), 0),17:31:35.2045824
((0, 14564), 0),17:31:35.2147840
((0, 14574), 0),17:31:35.2250112
((0, 14584), 0),17:31:35.2351616
((0, 14594), 0),17:31:35.2443392
((0, 14604), 0),17:31:35.2545152
((0, 14614), 0),17:31:35.2646784
((0, 14624), 0),17:31:35.2748160
((0, 14635), 0),17:31:35.2850816
((0, 14645), 0),17:31:35.2952576
((0, 14655), 0),17:31:35.3055360
((0, 14665), 0),17:31:35.3155712
((0, 14675), 0),17:31:35.3257728
((0, 14685), 0),17:31:35.3349248
((0, 14695), 0),17:31:35.3451648
((0, 14705), 0),17:31:35.3552768
((0, 14715), 0),17:31:35.3656064
((0, 14725), 0),17:31:35.3746304
((0, 14735), 0),17:31:35.3848320
((0, 14745), 0),17:31:35.3949952
((0, 14755), 0),17:31:35.4052224
((0, 14765), 0),17:31:35.4144384
((0, 14775), 0),17:31:35.4244992
((0, 14785), 0),17:31:35.4347520
((0, 14795), 0),17:31:35.4449408
((0, 14806), 0),17:31:35.4551168
((0, 14816), 0),17:31:35.4654080
((0, 14826), 0),17:31:35.4755456
((0, 14836), 0),17:31:35.4856704
((0, 14846), 0),17:31:35.4958208
((0, 14856), 0),17:31:35.5049856
((0, 14866), 0),17:31:35.5151872
((0, 14876), 0),17:31:35.5254016
((0, 14886), 0),17:31:35.5355648
((0, 14896), 0),17:31:35.5447424
((0, 14906), 0),17:31:35.5548672
((0, 14916), 0),17:31:35.5651456
((0, 14926), 0),17:31:35.5752832
((0, 14936), 0),17:31:35.5844736
((0, 14946), 0),17:31:35.5946240
((0, 14956), 0),17:31:35.6048640
((0, 14966), 0),17:31:35.6149888
((0, 14976), 0),17:31:35.6242048
((0, 14986), 0),17:31:35.6344064
((0, 14996), 0),17:31:35.6445824
((0, 15006), 0),17:31:35.6547328
((0, 15016), 0),17:31:35.6649088
((0, 15026), 0),17:31:35.6740480
((0, 15036), 0),17:31:35.6842240
((0, 15046), 0),17:31:35.6944384
((0, 15056), 0),17:31:35.7046272
((0, 15066), 0),17:31:35.7137792
((0, 15076), 0),17:31:35.7239424
((0, 15086), 0),17:31:35.7341056
((0, 15096), 0),17:31:35.7443072
((0, 15106), 0),17:31:35.7534848
((0, 15116), 0),17:31:35.7636480
((0, 15126), 0),17:31:35.7737984
((0, 15136), 0),17:31:35.7840128
((0, 15147), 0),17:31:35.7942016
((0, 15157), 0),17:31:35.8044288
((0, 15167), 0),17:31:35.8146304
((0, 15177), 0),17:31:35.8248320
((0, 15187), 0),17:31:35.8349184
((0, 15197), 0),17:31:35.8441216
((0, 15207), 0),17:31:35.8542848
((0, 15217), 0),17:31:35.8644224
((0, 15227), 0),17:31:35.8747008
((0, 15237), 0),17:31:35.8838144
((0, 15247), 0),17:31:35.8939648
((0, 15257), 0),17:31:35.9041536
((0, 15267), 0),17:31:35.9143808
((0, 15277), 0),17:31:35.9236992
((0, 15287), 0),17:31:35.9337088
((0, 15297), 0),17:31:35.9439616
((0, 15307), 0),17:31:35.9540608
((0, 15318), 0),17:31:35.9643264
((0, 15328), 0),17:31:35.9744256
((0, 15338), 0),17:31:35.9846784
((0, 15348), 0),17:31:35.9947776
((0, 15358), 0),17:31:36.0049536
((0, 15368), 0),17:31:36.0141056
((0, 15378), 0),17:31:36.0243328
((0, 15388), 0),17:31:36.0345216
((0, 15398), 0),17:31:36.0446464
((0, 15408), 0),17:31:36.0538624
((0, 15418), 0),17:31:36.0640640
((0, 15428), 0),17:31:36.0742016
((0, 15438), 0),17:31:36.0844544
((0, 15448), 0),17:31:36.0935936
((0, 15458), 0),17:31:36.1040896
((0, 15468), 0),17:31:36.1139328
((0, 15478), 0),17:31:36.1241344
((0, 15488), 0),17:31:36.1332864
((0, 15498), 0),17:31:36.1434624
((0, 15508), 0),17:31:36.1536640
((0, 15518), 0),17:31:36.1639040
((0, 15528), 0),17:31:36.1740800
((0, 15538), 0),17:31:36.1832832
((0, 15548), 0),17:31:36.1934720
((0, 15558), 0),17:31:36.2035456
((0, 15568), 0),17:31:36.2138240
((0, 15578), 0),17:31:36.2229248
((0, 15588), 0),17:31:36.2330240
((0, 15598), 0),17:31:36.2433408
((0, 15608), 0),17:31:36.2533760
((0, 15618), 0),17:31:36.2625920
((0, 15628), 0),17:31:36.2727552
((0, 15638), 0),17:31:36.2829568
((0, 15648), 0),17:31:36.2930944
((0, 15659), 0),17:31:36.3032832
((0, 15669), 0),17:31:36.3135488
((0, 15679), 0),17:31:36.3236480
((0, 15689), 0),17:31:36.3338624
((0, 15699), 0),17:31:36.3440640
((0, 15709), 0),17:31:36.3531904
((0, 15719), 0),17:31:36.3633920
((0, 15729), 0),17:31:36.3736704
((0, 15739), 0),17:31:36.3837184
((0, 15749), 0),17:31:36.3928832
((0, 15759), 0),17:31:36.4030848
((0, 15769), 0),17:31:36.4133120
((0, 15779), 0),17:31:36.4234496
((0, 15789), 0),17:31:36.4326784
((0, 15799), 0),17:31:36.4428032
((0, 15809), 0),17:31:36.4530176
((0, 15819), 0),17:31:36.4631680
((0, 15830), 0),17:31:36.4734080
((0, 15840), 0),17:31:36.4835840
((0, 15850), 0),17:31:36.4937216
((0, 15860), 0),17:31:36.5039232
((0, 15870), 0),17:31:36.5141248
((0, 15880), 0),17:31:36.5232640
((0, 15890), 0),17:31:36.5335808
((0, 15900), 0),17:31:36.5437184
((0, 15910), 0),17:31:36.5538048
((0, 15920), 0),17:31:36.5629056
((0, 15930), 0),17:31:36.5731456
((0, 15940), 0),17:31:36.5835136
((0, 15950), 0),17:31:36.5935872
((0, 15960), 0),17:31:36.6027136
((0, 15970), 0),17:31:36.6128512
((0, 15980), 0),17:31:36.6230272
((0, 15990), 0),17:31:36.6332288
((0, 16000), 0),17:31:36.6424064
((0, 16010), 0),17:31:36.6525056
((0, 16020), 0),17:31:36.6626944
((0, 16030), 0),17:31:36.6729216
((0, 16040), 0),17:31:36.6830976
((0, 16050), 0),17:31:36.6923008
((0, 16060), 0),17:31:36.7024384
((0, 16070), 0),17:31:36.7128064
((0, 16080), 0),17:31:36.7227904
((0, 16090), 0),17:31:36.7320192
((0, 16100), 0),17:31:36.7421696
((0, 16110), 0),17:31:36.7523072
((0, 16120), 0),17:31:36.7627264
((0, 16130), 0),17:31:36.7717888
((0, 16140), 0),17:31:36.7818752
((0, 16150), 0),17:31:36.7919872
((0, 16160), 0),17:31:36.8022400
((0, 16171), 0),17:31:36.8124416
((0, 16181), 0),17:31:36.8226048
((0, 16191), 0),17:31:36.8327936
((0, 16201), 0),17:31:36.8429696
((0, 16211), 0),17:31:36.8531456
((0, 16221), 0),17:31:36.8622848
((0, 16231), 0),17:31:36.8725248
((0, 16241), 0),17:31:36.8826624
((0, 16251), 0),17:31:36.8928512
((0, 16261), 0),17:31:36.9020160
((0, 16271), 0),17:31:36.9122048
