StartSession,12:44:03.0795136
respDelay1.5,12:44:03.0814720
respSize12,12:44:03.0824448
respDelay0.5,12:44:04.4227840
respSize5,12:44:04.4228224
Active,12:44:04.4228608
stimON,12:44:05.6385664
dotsMOVE,12:44:06.1501952
respOPEN,12:44:06.2346880
stimOFF,12:44:08.0225536
respCLOSED,12:44:11.3035776
stimON,12:44:13.4016000
respOPEN,12:44:13.9040896
dotsMOVE,12:44:13.9197312
stimOFF,12:44:16.3914624
