((0, 3040), 0),17:34:51.7637504
((0, 3050), 0),17:34:51.7715968
((0, 3060), 0),17:34:51.7817856
((0, 3070), 0),17:34:51.7919616
((0, 3080), 0),17:34:51.8011392
((0, 3090), 0),17:34:51.8113024
((0, 3100), 0),17:34:51.8216448
((0, 3110), 0),17:34:51.8317312
((0, 3120), 0),17:34:51.8408064
((0, 3130), 0),17:34:51.8511616
((0, 3140), 0),17:34:51.8611968
((0, 3150), 0),17:34:51.8713472
((0, 3160), 0),17:34:51.8805120
((0, 3170), 0),17:34:51.8907136
((0, 3180), 0),17:34:51.9009920
((0, 3190), 0),17:34:51.9111936
((0, 3200), 0),17:34:51.9202944
((0, 3210), 0),17:34:51.9304448
((0, 3220), 0),17:34:51.9406080
((0, 3230), 0),17:34:51.9507712
((0, 3240), 0),17:34:51.9609600
((0, 3250), 0),17:34:51.9701504
((0, 3260), 0),17:34:51.9803008
((0, 3270), 0),17:34:51.9904896
((0, 3280), 0),17:34:52.0006528
((0, 3290), 0),17:34:52.0098304
((0, 3300), 0),17:34:52.0199936
((0, 3310), 0),17:34:52.0301824
((0, 3320), 0),17:34:52.0403584
((0, 3330), 0),17:34:52.0496000
((0, 3340), 0),17:34:52.0597376
((0, 3350), 0),17:34:52.0699136
((0, 3360), 0),17:34:52.0801152
((0, 3371), 0),17:34:52.0902400
((0, 3381), 0),17:34:52.1004288
((0, 3391), 0),17:34:52.1106816
((0, 3401), 0),17:34:52.1209600
((0, 3411), 0),17:34:52.1310976
((0, 3421), 0),17:34:52.1401600
((0, 3431), 0),17:34:52.1503232
((0, 3441), 0),17:34:52.1605376
((0, 3451), 0),17:34:52.1707776
((0, 3461), 0),17:34:52.1798272
((0, 3471), 0),17:34:52.1901568
((0, 3481), 0),17:34:52.2002176
((0, 3491), 0),17:34:52.2104064
((0, 3501), 0),17:34:52.2197248
((0, 3511), 0),17:34:52.2297472
((0, 3521), 0),17:34:52.2398848
((0, 3531), 0),17:34:52.2501632
((0, 3542), 0),17:34:52.2602624
((0, 3552), 0),17:34:52.2704256
((0, 3562), 0),17:34:52.2807808
((0, 3572), 0),17:34:52.2908160
((0, 3582), 0),17:34:52.3009792
((0, 3592), 0),17:34:52.3102208
((0, 3602), 0),17:34:52.3203968
((0, 3612), 0),17:34:52.3305216
((0, 3622), 0),17:34:52.3406976
((0, 3632), 0),17:34:52.3500416
((0, 3642), 0),17:34:52.3600512
((0, 3652), 0),17:34:52.3705984
((0, 3662), 0),17:34:52.3806336
((0, 3672), 0),17:34:52.3895424
((0, 3682), 0),17:34:52.3997696
((0, 3692), 0),17:34:52.4101504
((0, 3702), 0),17:34:52.4202496
((0, 3712), 0),17:34:52.4294912
((0, 3722), 0),17:34:52.4394496
((0, 3732), 0),17:34:52.4496640
((0, 3742), 0),17:34:52.4598528
((0, 3752), 0),17:34:52.4700032
((0, 3762), 0),17:34:52.4793216
((0, 3772), 0),17:34:52.4894976
((0, 3782), 0),17:34:52.4995328
((0, 3792), 0),17:34:52.5097344
((0, 3802), 0),17:34:52.5188736
((0, 3812), 0),17:34:52.5290880
((0, 3822), 0),17:34:52.5392512
((0, 3832), 0),17:34:52.5494272
((0, 3842), 0),17:34:52.5586816
((0, 3852), 0),17:34:52.5687680
((0, 3862), 0),17:34:52.5789696
((0, 3872), 0),17:34:52.5892864
((0, 3883), 0),17:34:52.5993600
((0, 3893), 0),17:34:52.6095232
((0, 3903), 0),17:34:52.6196864
((0, 3913), 0),17:34:52.6300544
((0, 3923), 0),17:34:52.6400384
((0, 3933), 0),17:34:52.6492672
((0, 3943), 0),17:34:52.6594176
((0, 3953), 0),17:34:52.6695680
((0, 3963), 0),17:34:52.6797568
((0, 3973), 0),17:34:52.6889984
((0, 3983), 0),17:34:52.6990592
((0, 3993), 0),17:34:52.7092864
((0, 4003), 0),17:34:52.7194368
((0, 4013), 0),17:34:52.7287936
((0, 4023), 0),17:34:52.7388544
((0, 4033), 0),17:34:52.7489792
((0, 4043), 0),17:34:52.7592576
((0, 4054), 0),17:34:52.7693696
((0, 4064), 0),17:34:52.7795968
